"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
6938152,"2013-14","Severe Drought",2.32868314388133
6938152,"2013-14","Optimal Flat",6.47915340750281
6938153,"2013-14","Moderate Drought",4.17501135826784
6938153,"2013-14","Optimal Bed",5.87597476331614
6938153,"2013-14","Heat",2.46483842841954
6938153,"2013-14","Severe Drought",2.29916388543335
6938153,"2013-14","Optimal Flat",5.65064148932902
6938177,"2013-14","Moderate Drought",2.91887245864752
6938177,"2013-14","Optimal Bed",6.45870595425071
6938177,"2013-14","Heat",0.290688823140879
6938177,"2013-14","Severe Drought",0.494043814394831
6938177,"2013-14","Optimal Flat",5.22296961731912
6938202,"2013-14","Moderate Drought",3.30968777886605
6938202,"2013-14","Optimal Bed",5.70481624786599
6938202,"2013-14","Heat",2.54940563015736
6938202,"2013-14","Severe Drought",0.808332799961515
6938202,"2013-14","Optimal Flat",6.12666595507821
6938209,"2013-14","Moderate Drought",3.59571186953276
6938209,"2013-14","Optimal Bed",5.7016794107908
6938209,"2013-14","Heat",2.78819145267901
6938209,"2013-14","Severe Drought",0.812920849456379
6938209,"2013-14","Optimal Flat",6.39051628226478
6938275,"2013-14","Moderate Drought",3.12132794415849
6938275,"2013-14","Optimal Bed",6.44994063248676
6938275,"2013-14","Heat",2.04072223745874
6938275,"2013-14","Severe Drought",1.94003933943269
6938275,"2013-14","Optimal Flat",6.32622848033912
6938279,"2013-14","Moderate Drought",3.66911719585588
6938279,"2013-14","Optimal Bed",6.22164338722222
6938279,"2013-14","Heat",2.39814841915384
6938279,"2013-14","Severe Drought",2.17915493305611
6938279,"2013-14","Optimal Flat",6.0021529479521
6938280,"2013-14","Moderate Drought",3.64869331999916
6938280,"2013-14","Optimal Bed",6.02830014980348
6938280,"2013-14","Heat",2.56997453820752
6938280,"2013-14","Severe Drought",2.51986237026419
6938280,"2013-14","Optimal Flat",5.74902170370076
6938285,"2013-14","Moderate Drought",3.73945644339022
6938285,"2013-14","Optimal Bed",6.05204645226366
6938285,"2013-14","Heat",2.44619406369703
6938285,"2013-14","Severe Drought",2.51679456690045
6938285,"2013-14","Optimal Flat",5.68785075652264
6938304,"2013-14","Moderate Drought",3.23599783087926
6938304,"2013-14","Optimal Bed",5.29060962770979
6938304,"2013-14","Heat",1.07455319661356
6938304,"2013-14","Severe Drought",1.59827318348866
6938304,"2013-14","Optimal Flat",4.91435364183776
6938320,"2013-14","Moderate Drought",3.39088569643405
6938320,"2013-14","Optimal Bed",6.08846731973371
6938320,"2013-14","Heat",2.50738840614155
6938320,"2013-14","Severe Drought",2.01738508442986
6938320,"2013-14","Optimal Flat",6.12070430648352
6938324,"2013-14","Moderate Drought",3.39941027490021
6938324,"2013-14","Optimal Bed",6.69911495620444
6938324,"2013-14","Heat",2.42718878323028
6938324,"2013-14","Severe Drought",2.03268762377498
6938324,"2013-14","Optimal Flat",5.50435940143758
6938333,"2013-14","Moderate Drought",3.73163633768241
6938333,"2013-14","Optimal Bed",5.88922346360267
6938333,"2013-14","Heat",2.59554766676504
6938333,"2013-14","Severe Drought",2.19709530993555
6938333,"2013-14","Optimal Flat",6.32417184791828
6938334,"2013-14","Moderate Drought",3.71985144710007
6938334,"2013-14","Optimal Bed",6.3216349393797
6938334,"2013-14","Heat",2.44516399740314
6938334,"2013-14","Severe Drought",2.21941556575127
6938334,"2013-14","Optimal Flat",6.38802582509141
6938348,"2013-14","Moderate Drought",3.94753047710007
6938348,"2013-14","Optimal Bed",6.22416463604637
6938348,"2013-14","Heat",1.6557296940698
6938348,"2013-14","Severe Drought",1.97197956575127
6938348,"2013-14","Optimal Flat",6.78916552175807
6938395,"2013-14","Moderate Drought",3.86744140857442
6938395,"2013-14","Optimal Bed",5.69256361666035
6938395,"2013-14","Heat",1.73917309086977
6938395,"2013-14","Severe Drought",1.74784148005843
6938395,"2013-14","Optimal Flat",5.95232435205983
6938411,"2013-14","Moderate Drought",3.73781648409184
6938411,"2013-14","Optimal Bed",6.03665306260151
6938411,"2013-14","Heat",1.97570301232466
6938411,"2013-14","Severe Drought",1.98117833263322
6938411,"2013-14","Optimal Flat",5.30682967337167
6938415,"2013-14","Moderate Drought",3.86431260932651
6938415,"2013-14","Optimal Bed",6.06635228295508
6938415,"2013-14","Heat",1.7497864317867
6938415,"2013-14","Severe Drought",2.28339291928716
6938415,"2013-14","Optimal Flat",5.85343150239638
6938429,"2013-14","Moderate Drought",3.73140321537141
6938429,"2013-14","Optimal Bed",6.0624970729809
6938429,"2013-14","Heat",2.2353553423998
6938429,"2013-14","Severe Drought",1.55485112871421
6938429,"2013-14","Optimal Flat",6.26540712861348
6938438,"2013-14","Moderate Drought",3.63962001963709
6938438,"2013-14","Optimal Bed",6.51545361251832
6938438,"2013-14","Heat",1.84812588084982
6938438,"2013-14","Severe Drought",1.65213800633309
6938438,"2013-14","Optimal Flat",5.3778788736847
6938445,"2013-14","Moderate Drought",3.50492970560817
6938445,"2013-14","Optimal Bed",5.80597947331744
6938445,"2013-14","Heat",2.02402303387905
6938445,"2013-14","Severe Drought",2.09114373838197
6938445,"2013-14","Optimal Flat",5.74561967820057
6938448,"2013-14","Moderate Drought",3.33314766959269
6938448,"2013-14","Optimal Bed",5.77865748182323
6938448,"2013-14","Heat",2.19104835520204
6938448,"2013-14","Severe Drought",2.02232176320838
6938448,"2013-14","Optimal Flat",6.25488648749475
6938450,"2013-14","Moderate Drought",3.59546254712501
6938450,"2013-14","Optimal Bed",6.03425454261646
6938450,"2013-14","Heat",1.58794267269412
6938450,"2013-14","Severe Drought",1.01272979924945
6938450,"2013-14","Optimal Flat",6.08659649568215
6938483,"2013-14","Moderate Drought",2.32895144994876
6938483,"2013-14","Optimal Bed",6.09802779102696
6938483,"2013-14","Heat",1.44306125893156
6938483,"2013-14","Severe Drought",1.26501573457303
6938483,"2013-14","Optimal Flat",6.30635619247964
6938484,"2013-14","Moderate Drought",3.78037008837208
6938484,"2013-14","Optimal Bed",6.55038073266948
6938484,"2013-14","Heat",1.70900658252315
6938484,"2013-14","Severe Drought",2.07192482562409
6938484,"2013-14","Optimal Flat",6.38630798679164
6938530,"2013-14","Moderate Drought",3.99464896251213
6938530,"2013-14","Optimal Bed",6.98440952705212
6938530,"2013-14","Heat",1.49441288212176
6938530,"2013-14","Severe Drought",2.32110260138965
6938530,"2013-14","Optimal Flat",7.22142666722784
6938531,"2013-14","Moderate Drought",4.05136717984729
6938531,"2013-14","Optimal Bed",6.89352652396675
6938531,"2013-14","Heat",1.66761272270218
6938531,"2013-14","Severe Drought",2.42344606323205
6938531,"2013-14","Optimal Flat",7.16241698158169
6938535,"2013-14","Moderate Drought",4.029229502954
6938535,"2013-14","Optimal Bed",6.7697856132556
6938535,"2013-14","Heat",2.71614276090816
6938535,"2013-14","Severe Drought",2.2864442831875
6938535,"2013-14","Optimal Flat",5.88656573156628
6938547,"2013-14","Moderate Drought",2.5132877540365
6938547,"2013-14","Optimal Bed",5.54948277915355
6938547,"2013-14","Heat",0.962895829172945
6938547,"2013-14","Severe Drought",0.0489525904240824
6938547,"2013-14","Optimal Flat",5.63418222185349
6938550,"2013-14","Moderate Drought",3.49557661673652
6938550,"2013-14","Optimal Bed",6.55131735039442
6938550,"2013-14","Heat",1.21342088547599
6938550,"2013-14","Severe Drought",1.8059796770982
6938550,"2013-14","Optimal Flat",5.51354823292193
6938551,"2013-14","Moderate Drought",3.15610242791638
6938551,"2013-14","Optimal Bed",5.98244333645817
6938551,"2013-14","Heat",2.10624338655209
6938551,"2013-14","Severe Drought",1.17981559452104
6938551,"2013-14","Optimal Flat",5.7817278304422
6938554,"2013-14","Moderate Drought",3.86939331524822
6938554,"2013-14","Optimal Bed",6.27232813186372
6938554,"2013-14","Heat",1.7393262182815
6938554,"2013-14","Severe Drought",2.28755667602074
6938554,"2013-14","Optimal Flat",6.24372249494618
6938555,"2013-14","Moderate Drought",3.52210072939564
6938555,"2013-14","Optimal Bed",5.77747747992824
6938555,"2013-14","Heat",2.35669932086403
6938555,"2013-14","Severe Drought",2.14315020109746
6938555,"2013-14","Optimal Flat",5.83533318555085
6938562,"2013-14","Moderate Drought",4.04144350710047
6938562,"2013-14","Optimal Bed",6.30167204127846
6938562,"2013-14","Heat",1.62180764692609
6938562,"2013-14","Severe Drought",2.28920041999064
6938562,"2013-14","Optimal Flat",6.22757594014425
6938658,"2013-14","Moderate Drought",3.94623423536544
6938658,"2013-14","Optimal Bed",6.11371989246194
6938658,"2013-14","Heat",2.52710185546115
6938658,"2013-14","Severe Drought",2.56012281136385
6938658,"2013-14","Optimal Flat",4.99256907180321
6938671,"2013-14","Moderate Drought",3.79830146715521
6938671,"2013-14","Optimal Bed",7.25948587647929
6938671,"2013-14","Heat",2.66233786574687
6938671,"2013-14","Severe Drought",2.31633517178693
6938671,"2013-14","Optimal Flat",5.71278565509668
6938691,"2013-14","Moderate Drought",3.9975257568401
6938691,"2013-14","Optimal Bed",6.32661017094728
6938691,"2013-14","Heat",2.52141088553912
6938691,"2013-14","Severe Drought",2.47094949770706
6938691,"2013-14","Optimal Flat",5.93622133963636
6938702,"2013-14","Moderate Drought",3.35101453868902
6938702,"2013-14","Optimal Bed",5.46522293583859
6938702,"2013-14","Heat",2.53875396865759
6938702,"2013-14","Severe Drought",1.89406455910953
6938702,"2013-14","Optimal Flat",5.08419469603717
6938706,"2013-14","Moderate Drought",3.61728831303607
6938706,"2013-14","Optimal Bed",6.65748754054312
6938706,"2013-14","Heat",2.17287047642064
6938706,"2013-14","Severe Drought",1.94683363335127
6938706,"2013-14","Optimal Flat",5.05100092306408
6938711,"2013-14","Moderate Drought",3.86332073240883
6938711,"2013-14","Optimal Bed",5.8618925049479
6938711,"2013-14","Heat",2.20607849963623
6938711,"2013-14","Severe Drought",2.65963306734156
6938711,"2013-14","Optimal Flat",5.68466632142906
6938713,"2013-14","Moderate Drought",3.82962914965553
6938713,"2013-14","Optimal Bed",6.401621651773
6938713,"2013-14","Heat",2.58682342926806
6938713,"2013-14","Severe Drought",2.53629703579625
6938713,"2013-14","Optimal Flat",6.36391090831591
6938714,"2013-14","Moderate Drought",4.01430570772794
6938714,"2013-14","Optimal Bed",6.39179255803586
6938714,"2013-14","Heat",2.74940302196813
6938714,"2013-14","Severe Drought",2.6929752926973
6938714,"2013-14","Optimal Flat",5.10168138786068
6938715,"2013-14","Moderate Drought",3.61239156066416
6938715,"2013-14","Optimal Bed",5.89294008458976
6938715,"2013-14","Heat",2.27785351509453
6938715,"2013-14","Severe Drought",2.4439049333967
6938715,"2013-14","Optimal Flat",5.16284385454176
6938721,"2013-14","Moderate Drought",3.60465720794962
6938721,"2013-14","Optimal Bed",6.33539161868171
6938721,"2013-14","Heat",2.98844496707765
6938721,"2013-14","Severe Drought",2.382734078941
6938721,"2013-14","Optimal Flat",6.45065379930436
6938851,"2013-14","Moderate Drought",3.62714606812181
6938851,"2013-14","Optimal Bed",6.48771725679496
6938851,"2013-14","Heat",2.1937153699495
6938851,"2013-14","Severe Drought",1.84826750454698
6938851,"2013-14","Optimal Flat",6.7315513811948
6938855,"2013-14","Moderate Drought",3.92837014227557
6938855,"2013-14","Optimal Bed",6.58461332802825
6938855,"2013-14","Heat",2.85826346340644
6938855,"2013-14","Severe Drought",2.44791054388299
6938855,"2013-14","Optimal Flat",5.64594909588967
6938863,"2013-14","Moderate Drought",3.9055317262662
6938863,"2013-14","Optimal Bed",6.60828363862183
6938863,"2013-14","Heat",2.69230599287919
6938863,"2013-14","Severe Drought",2.0351787629607
6938863,"2013-14","Optimal Flat",6.24980775119229
6938864,"2013-14","Moderate Drought",3.60136391437658
6938864,"2013-14","Optimal Bed",6.67204742605721
6938864,"2013-14","Heat",2.68346252054408
6938864,"2013-14","Severe Drought",1.96279257899087
6938864,"2013-14","Optimal Flat",6.17814087524115
6938866,"2013-14","Moderate Drought",3.67279450011985
6938866,"2013-14","Optimal Bed",6.41186642864793
6938866,"2013-14","Heat",2.40944247289114
6938866,"2013-14","Severe Drought",1.86326628274274
6938866,"2013-14","Optimal Flat",5.81100666262448
6938868,"2013-14","Moderate Drought",3.03697332971077
6938868,"2013-14","Optimal Bed",5.25902250163745
6938868,"2013-14","Heat",2.57184573235754
6938868,"2013-14","Severe Drought",2.02970335285567
6938868,"2013-14","Optimal Flat",6.22114479541597
6938886,"2013-14","Moderate Drought",4.05407959786132
6938886,"2013-14","Optimal Bed",6.25094997308632
6938886,"2013-14","Heat",3.05738418258195
6938886,"2013-14","Severe Drought",2.64872563864082
6938886,"2013-14","Optimal Flat",6.21596235934601
6938888,"2013-14","Moderate Drought",3.78243078507171
6938888,"2013-14","Optimal Bed",6.44263207504101
6938888,"2013-14","Heat",2.9820520294703
6938888,"2013-14","Severe Drought",2.68581932514877
6938888,"2013-14","Optimal Flat",6.08346633782647
6938891,"2013-14","Moderate Drought",4.15002293979447
6938891,"2013-14","Optimal Bed",6.23234333218762
6938891,"2013-14","Heat",2.93987449888208
6938891,"2013-14","Severe Drought",2.75898332174823
6938891,"2013-14","Optimal Flat",6.32755637374815
6938911,"2013-14","Moderate Drought",3.81843559572112
6938911,"2013-14","Optimal Bed",5.82221041757056
6938911,"2013-14","Heat",2.41042085281664
6938911,"2013-14","Severe Drought",2.31723369224053
6938911,"2013-14","Optimal Flat",6.26716380266937
6938912,"2013-14","Moderate Drought",3.79909302713379
6938912,"2013-14","Optimal Bed",5.99260847824517
6938912,"2013-14","Heat",2.45496889728076
6938912,"2013-14","Severe Drought",1.96563466586004
6938912,"2013-14","Optimal Flat",6.59859781035312
6938933,"2013-14","Moderate Drought",3.50241114857939
6938933,"2013-14","Optimal Bed",6.28268007278869
6938933,"2013-14","Heat",2.23453046512746
6938933,"2013-14","Severe Drought",2.09723101989009
6938933,"2013-14","Optimal Flat",5.76144574814138
6938934,"2013-14","Moderate Drought",3.85941816586746
6938934,"2013-14","Optimal Bed",6.05697044162526
6938934,"2013-14","Heat",2.64556728558005
6938934,"2013-14","Severe Drought",2.56402077798002
6938934,"2013-14","Optimal Flat",6.05929646544264
6938937,"2013-14","Moderate Drought",3.17107481777827
6938937,"2013-14","Optimal Bed",5.66213560488549
6938937,"2013-14","Heat",2.43019475196465
6938937,"2013-14","Severe Drought",1.83838918083781
6938937,"2013-14","Optimal Flat",5.78341961787499
6938938,"2013-14","Moderate Drought",3.77334269182015
6938938,"2013-14","Optimal Bed",6.55002073518321
6938938,"2013-14","Heat",3.23880974759813
6938938,"2013-14","Severe Drought",2.22203414080419
6938938,"2013-14","Optimal Flat",5.45876329745448
6938939,"2013-14","Moderate Drought",3.93291104265751
6938939,"2013-14","Optimal Bed",6.60488214213237
6938939,"2013-14","Heat",2.86351450215662
6938939,"2013-14","Severe Drought",2.50711347670949
6938939,"2013-14","Optimal Flat",5.72483189044909
6938947,"2013-14","Moderate Drought",4.21591101546613
6938947,"2013-14","Optimal Bed",6.06682552285435
6938947,"2013-14","Heat",2.65495831586902
6938947,"2013-14","Severe Drought",2.58318209258473
6938947,"2013-14","Optimal Flat",6.03657827833279
6938973,"2013-14","Moderate Drought",3.803293095689
6938973,"2013-14","Optimal Bed",6.97082924389274
6938973,"2013-14","Heat",2.2899322419071
6938973,"2013-14","Severe Drought",2.270782312327
6938973,"2013-14","Optimal Flat",6.09719807352068
6939917,"2013-14","Moderate Drought",4.04219149964824
6939917,"2013-14","Optimal Bed",6.11303467452221
6939917,"2013-14","Heat",2.68686541916018
6939917,"2013-14","Severe Drought",2.24848178807006
6939917,"2013-14","Optimal Flat",6.30915452131287
7044340,"2014-15","Moderate Drought",3.72418344215205
7044340,"2014-15","Optimal Bed",5.14334461014724
7044340,"2014-15","Heat",3.5838327585633
7044340,"2014-15","Severe Drought",2.49519276534222
7044340,"2014-15","Optimal Flat",5.83013829363881
7044357,"2014-15","Moderate Drought",4.84201836348273
7044357,"2014-15","Optimal Bed",6.42225612996224
7044357,"2014-15","Heat",4.52503532963328
7044357,"2014-15","Severe Drought",3.13659296598016
7044357,"2014-15","Optimal Flat",6.50309517207602
7044358,"2014-15","Moderate Drought",4.55176981605885
7044358,"2014-15","Optimal Bed",5.78668818482846
7044358,"2014-15","Heat",4.29487807112746
7044358,"2014-15","Severe Drought",2.94911134120115
7044358,"2014-15","Optimal Flat",5.59957750993376
7044367,"2014-15","Moderate Drought",4.37284453576092
7044367,"2014-15","Optimal Bed",5.55563916410523
7044367,"2014-15","Heat",4.10385493946773
7044367,"2014-15","Severe Drought",2.7755538505814
7044367,"2014-15","Optimal Flat",5.23606920332502
7044470,"2014-15","Moderate Drought",4.85353812532105
7044470,"2014-15","Optimal Bed",5.53034197413316
7044470,"2014-15","Heat",3.95787183824578
7044470,"2014-15","Severe Drought",2.20801994862986
7044470,"2014-15","Optimal Flat",5.1614722818685
7044472,"2014-15","Moderate Drought",4.49270801683552
7044472,"2014-15","Optimal Bed",5.92544850168868
7044472,"2014-15","Heat",3.36091559622244
7044472,"2014-15","Severe Drought",3.23150948239386
7044472,"2014-15","Optimal Flat",5.43376819159582
7044515,"2014-15","Moderate Drought",4.54635675092951
7044515,"2014-15","Optimal Bed",5.18972102530119
7044515,"2014-15","Heat",3.6685125877391
7044515,"2014-15","Severe Drought",3.25500818898151
7044515,"2014-15","Optimal Flat",5.10554168938332
7044516,"2014-15","Moderate Drought",4.24770068777011
7044516,"2014-15","Optimal Bed",5.14473103700533
7044516,"2014-15","Heat",3.46087637549224
7044516,"2014-15","Severe Drought",1.91998664684609
7044516,"2014-15","Optimal Flat",5.06932809872683
7044536,"2014-15","Moderate Drought",4.47604681701729
7044536,"2014-15","Optimal Bed",5.98747396559352
7044536,"2014-15","Heat",3.64088979161823
